config.seed,timestamp,config.config_name,config.config_stem,config.config_path,experiment_dir,summary_path,config.num_pos,config.gen_strategy,config.empirical_bank_size,config.empirical_bank_select_mode,config.empirical_sigma_scale,config.augment_copies,pattern_eval.P  DFUDS,pattern_eval.P' DFUDS,pattern_eval.ノード数の差 (P'- P),pattern_eval.辺数の差 (P'- P),pattern_eval.変数数の差 (P'- P),pattern_eval.DFUDS長の差 (P'- P),pattern_eval.特化度 (node増加率),pattern_eval.Pprime_vs_original_match_rate,vae_eval.encoded_z,vae_eval.empirical_latent,vae_eval.empirical_latent_unique,vae_eval.mu_profile,generate_eval.match_rate,generate_eval.unique_graphs,config.K,config.add_nodes,config.config_seed,config.edge_labels,config.encoder_layers,config.eval_num_samples,config.max_beta,config.model_path,config.n_samples,config.output,config.pat_nodes,config.total_epochs,generate_eval.match_rate_count,generate_eval.max_trials,generate_eval.saved_neg,generate_eval.saved_pos,generate_eval.strategy,generate_eval.total_gen,pattern_eval.P  DFUDS長,pattern_eval.P  ノード数,pattern_eval.P  変数数,pattern_eval.P  辺数,pattern_eval.P' DFUDS長,pattern_eval.P' ノード数,pattern_eval.P' 変数数,pattern_eval.P' 辺数,pattern_eval.Pprime_vs_original_count,vae_eval.Pprime_vs_original,vae_eval.Pprime_vs_original_count,vae_eval_empirical_sweep.bank100.actual_bank_size,vae_eval_empirical_sweep.bank100.bank_size,vae_eval_empirical_sweep.bank100.match_rate,vae_eval_empirical_sweep.bank100.select_mode,vae_eval_empirical_sweep.bank100.sigma_scale,vae_eval_empirical_sweep.bank100.total_means,vae_eval_empirical_sweep.bank100.unique_graphs,vae_eval_empirical_sweep.bank20.actual_bank_size,vae_eval_empirical_sweep.bank20.bank_size,vae_eval_empirical_sweep.bank20.match_rate,vae_eval_empirical_sweep.bank20.select_mode,vae_eval_empirical_sweep.bank20.sigma_scale,vae_eval_empirical_sweep.bank20.total_means,vae_eval_empirical_sweep.bank20.unique_graphs,vae_eval_empirical_sweep.bank50.bank_size,vae_eval_empirical_sweep.bank50.match_rate,vae_eval_empirical_sweep.bank50.select_mode,vae_eval_empirical_sweep.bank50.sigma_scale,vae_eval_empirical_sweep.bank50.unique_graphs,vae_eval_empirical_sweep.full.bank_size,vae_eval_empirical_sweep.full.match_rate,vae_eval_empirical_sweep.full.select_mode,vae_eval_empirical_sweep.full.sigma_scale,vae_eval_empirical_sweep.full.unique_graphs
1268,20260404_140147,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_140147_np1000_bankfull_seed1268,experiments/20260404_140147_np1000_bankfull_seed1268/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,0,#,0,0,0,e,0,e,b,0,b,X,0,e,d,a,c","0,0,0,0,#,a,0,0,0,e,0,e,b,0,b,0,X,0,X,X,0,e,d,c",2,2,2,8,0.2,0.989,1.0,1.0,81,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,47,12,3,11,989/1000,0.989,989/1000,,100,1.0,fps,0.15,,69,,20,1.0,fps,0.15,,24,50,1.0,fps,0.15,50,,1.0,fps,0.15,81
1269,20260404_140558,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_140558_np1000_bankfull_seed1269,experiments/20260404_140558_np1000_bankfull_seed1269/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,0,a,0,d,0,0,0,a,c,X,c,0,a,0,a,X","0,0,#,0,0,a,0,a,0,a,X,0,d,0,0,0,a,X,c,c",0,0,0,0,0.0,1.0,1.0,1.0,80,0.29,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,39,10,2,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,67,,20,1.0,fps,0.15,,26,50,1.0,fps,0.15,50,,1.0,fps,0.15,80
1270,20260404_140941,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_140941_np1000_bankfull_seed1270,experiments/20260404_140941_np1000_bankfull_seed1270/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,0,0,#,0,c,0,e,0,d,0,a,0,c,X,e,b,X","0,0,0,0,0,#,X,0,c,0,e,0,d,0,a,X,b,e",-1,-1,0,-4,-0.1,1.0,0.98,0.98,79,0.0,0.98,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,98/100,5000,2,98,empirical,100,39,10,2,9,35,9,2,8,1000/1000,1.0,1000/1000,,100,0.97,fps,0.15,,67,,20,0.95,fps,0.15,,23,50,0.95,fps,0.15,54,,0.98,fps,0.15,79
1271,20260404_141310,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_141310_np1000_bankfull_seed1271,experiments/20260404_141310_np1000_bankfull_seed1271/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,#,0,0,a,0,0,e,0,0,a,c,a,0,e,a,c,X","0,0,0,#,X,0,0,a,0,0,e,0,0,a,X,X,0,e,X,c",0,0,3,0,0.0,1.0,0.91,0.87,82,0.0,0.85,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,85/100,5000,15,85,empirical,100,39,10,1,9,39,10,4,9,1000/1000,1.0,1000/1000,,100,0.86,fps,0.15,,67,,20,0.74,fps,0.15,,26,50,0.95,fps,0.15,51,,0.87,fps,0.15,82
1272,20260404_142151,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_142151_np1000_bankfull_seed1272,experiments/20260404_142151_np1000_bankfull_seed1272/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,0,0,0,e,0,d,0,d,b,0,d,0,a,X,a,d","0,0,#,0,0,0,0,e,0,d,0,a,0,X,X,0,d,0,d,b,a,d",1,1,1,4,0.1,1.0,1.0,1.0,77,0.37,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,66,,20,1.0,fps,0.15,,20,50,1.0,fps,0.15,42,,1.0,fps,0.15,77
1273,20260404_143148,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_143148_np1000_bankfull_seed1273,experiments/20260404_143148_np1000_bankfull_seed1273/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,e,0,e,0,b,0,a,0,0,0,0,a,a,c,d,X","0,0,#,0,e,0,e,0,b,0,a,0,0,0,0,a,X,a,d,c",0,0,0,0,0.0,1.0,1.0,1.0,82,0.47,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,39,10,1,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,71,,20,1.0,fps,0.15,,21,50,1.0,fps,0.15,45,,1.0,fps,0.15,82
1274,20260404_143642,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_143642_np1000_bankfull_seed1274,experiments/20260404_143642_np1000_bankfull_seed1274/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,0,#,0,0,a,0,0,c,a,X,0,b,X,0,e,X,e","0,0,0,0,#,0,e,X,0,0,a,0,b,X,0,0,c,X,a,e",0,0,0,0,0.0,1.0,1.0,1.0,80,0.25,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,3,9,39,10,3,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,64,,20,1.0,fps,0.15,,22,50,1.0,fps,0.15,42,,1.0,fps,0.15,80
1275,20260404_144243,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_144243_np1000_bankfull_seed1275,experiments/20260404_144243_np1000_bankfull_seed1275/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,c,0,d,0,c,0,0,0,e,0,0,a,X,c,X,X","0,0,#,0,c,0,d,0,c,0,0,0,e,X,X,0,0,a,X,X",0,0,1,0,0.0,1.0,0.96,0.98,85,0.16,0.96,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,96/100,5000,4,96,empirical,100,39,10,3,9,39,10,4,9,1000/1000,1.0,1000/1000,,100,0.98,fps,0.15,,68,,20,1.0,fps,0.15,,26,50,0.95,fps,0.15,53,,0.98,fps,0.15,85
1276,20260404_144806,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_144806_np1000_bankfull_seed1276,experiments/20260404_144806_np1000_bankfull_seed1276/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,0,0,b,0,0,e,0,a,c,d,0,b,X,0,e,X","0,0,#,0,0,0,b,X,0,e,X,0,0,e,0,a,c,d",-1,-1,0,-4,-0.1,1.0,0.985,0.99,82,0.03,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,99/100,5000,1,99,empirical,100,39,10,2,9,35,9,2,8,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,64,,20,1.0,fps,0.15,,27,50,1.0,fps,0.15,48,,0.99,fps,0.15,82
1277,20260404_145236,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_145236_np1000_bankfull_seed1277,experiments/20260404_145236_np1000_bankfull_seed1277/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,0,0,e,0,e,0,c,X,0,0,0,a,X,X,X,c","0,0,#,0,0,0,e,X,0,e,0,c,X,0,0,0,a,X,X,X",0,0,1,0,0.0,1.0,0.995,0.98,79,0.68,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,99/100,5000,1,99,empirical,100,39,10,4,9,39,10,5,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,61,,20,1.0,fps,0.15,,24,50,1.0,fps,0.15,44,,0.98,fps,0.15,79
1278,20260404_145545,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_145545_np1000_bankfull_seed1278,experiments/20260404_145545_np1000_bankfull_seed1278/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,0,0,#,0,0,0,0,e,0,a,X,X,X,X,X,X,e","0,0,0,0,0,#,X,X,0,0,0,0,e,X,X,X,0,a,X,e",0,0,0,0,0.0,1.0,1.0,1.0,86,0.65,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,6,9,39,10,6,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,58,,20,1.0,fps,0.15,,21,50,1.0,fps,0.15,44,,1.0,fps,0.15,86
1279,20260404_150103,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_150103_np1000_bankfull_seed1279,experiments/20260404_150103_np1000_bankfull_seed1279/summary.json,1000,empirical,,fps,0.15,1,"0,0,#,0,0,d,0,0,c,0,0,0,a,0,e,X,X,X,X,X","0,0,#,0,0,d,X,0,0,c,X,0,a,X",-3,-3,-2,-12,-0.3,1.0,0.99,1.0,78,0.15,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,99/100,5000,1,99,empirical,100,39,10,5,9,27,7,3,6,1000/1000,1.0,1000/1000,,100,0.97,fps,0.15,,69,,20,0.93,fps,0.15,,21,50,0.96,fps,0.15,47,,1.0,fps,0.15,78
1280,20260404_150658,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_150658_np1000_bankfull_seed1280,experiments/20260404_150658_np1000_bankfull_seed1280/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,#,0,c,0,e,0,0,0,d,X,X,c,0,d,0,c,X","0,0,0,#,0,c,0,e,0,0,0,d,X,X,c,0,d,0,c,X",0,0,0,0,0.0,1.0,1.0,1.0,82,0.57,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,3,9,39,10,3,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,58,,20,1.0,fps,0.15,,20,50,1.0,fps,0.15,47,,1.0,fps,0.15,82
1281,20260404_151027,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_151027_np1000_bankfull_seed1281,experiments/20260404_151027_np1000_bankfull_seed1281/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,#,0,0,b,0,c,0,c,d,0,0,0,c,X,b,X,d","0,0,0,#,0,0,b,0,0,0,c,0,X,X,X,b,0,c,0,c,X,d",1,1,2,4,0.1,0.999,0.995,1.0,84,0.0,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,99/100,5000,1,99,empirical,100,39,10,2,9,43,11,4,10,999/1000,0.999,999/1000,,100,0.99,fps,0.15,,65,,20,0.99,fps,0.15,,22,50,1.0,fps,0.15,45,,1.0,fps,0.15,84
1282,20260404_151637,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_151637_np1000_bankfull_seed1282,experiments/20260404_151637_np1000_bankfull_seed1282/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,0,0,0,#,0,0,0,d,0,b,a,X,c,b,e,d,X","0,0,0,0,0,0,#,X,0,0,0,d,X,c,0,b,a,d,e,b",0,0,0,0,0.0,1.0,1.0,1.0,77,0.03,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,39,10,2,9,1000/1000,1.0,1000/1000,,100,1.0,fps,0.15,,66,,20,1.0,fps,0.15,,20,50,1.0,fps,0.15,41,,1.0,fps,0.15,77
1283,20260404_152915,np1000_bankfull.json,np1000_bankfull,/home/shoudai/Py/28/configs/empirical/np1000_bankfull.json,experiments/20260404_152915_np1000_bankfull_seed1283,experiments/20260404_152915_np1000_bankfull_seed1283/summary.json,1000,empirical,,fps,0.15,1,"0,0,0,0,#,0,b,0,0,d,0,0,a,a,e,d,0,a,X,a","0,0,0,0,#,0,b,0,0,d,0,0,a,a,e,d,0,a,0,X,X,a",1,1,1,4,0.1,0.999,1.0,1.0,79,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bankfull,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,999/1000,0.999,999/1000,,100,1.0,fps,0.15,,72,,20,1.0,fps,0.15,,20,50,1.0,fps,0.15,42,,1.0,fps,0.15,79
1264,20260404_154021,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_154021_np1000_bank20_seed1264,experiments/20260404_154021_np1000_bank20_seed1264/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,#,0,0,0,0,c,0,0,a,b,X,0,a,a,X,X,X","0,0,0,#,X,0,0,0,0,c,X,X,0,0,a,X,b,0,a,a",0,0,0,0,0.0,1.0,1.0,1.0,20,0.09,1.0,21,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,21/21,5000,0,21,empirical,21,39,10,4,9,39,10,4,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,20,,,,,,,,,,
1265,20260404_155004,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_155004_np1000_bank20_seed1265,experiments/20260404_155004_np1000_bank20_seed1265/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,0,0,0,0,#,0,0,c,c,d,0,a,e,a,X,d,e","0,0,0,0,0,0,0,#,X,a,d,0,a,X,0,0,c,X,c,e",0,0,2,0,0.0,1.0,0.905,0.97,23,0.03,0.90625,32,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,29/32,5000,3,29,empirical,32,39,10,1,9,39,10,3,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,0.97,fps,0.15,200,23,,,,,,,,,,
1266,20260404_155419,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_155419_np1000_bank20_seed1266,experiments/20260404_155419_np1000_bank20_seed1266/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,b,0,b,0,a,0,0,d,0,e,0,d,0,e,a,X","0,0,#,0,b,0,b,0,a,0,0,d,X,0,e,0,d,X",-1,-1,1,-4,-0.1,1.0,0.865,0.89,31,0.0,0.87755102,49,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,43/49,5000,6,43,empirical,49,39,10,1,9,35,9,2,8,1000/1000,1.0,1000/1000,,,,,,,,20,20,0.89,fps,0.15,200,31,,,,,,,,,,
1267,20260404_155938,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_155938_np1000_bank20_seed1267,experiments/20260404_155938_np1000_bank20_seed1267/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,0,#,0,0,0,0,0,b,0,e,e,X,X,X,X,b,X","0,0,0,0,#,X,b,0,0,0,0,0,b,X,X,X,X,0,e,e",0,0,0,0,0.0,1.0,1.0,1.0,20,0.17,1.0,20,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,20/20,5000,0,20,empirical,20,39,10,5,9,39,10,5,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,20,,,,,,,,,,
1268,20260404_160714,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_160714_np1000_bank20_seed1268,experiments/20260404_160714_np1000_bank20_seed1268/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,0,#,0,0,0,e,0,e,b,0,b,X,0,e,d,a,c","0,0,0,0,#,a,0,0,0,e,X,0,e,b,0,e,d,c",-1,-1,0,-4,-0.1,1.0,1.0,0.99,21,0.0,0.95652174,23,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,22/23,5000,1,22,empirical,23,39,10,1,9,35,9,1,8,1000/1000,1.0,1000/1000,,,,,,,,20,20,0.99,fps,0.15,200,21,,,,,,,,,,
1269,20260404_161316,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_161316_np1000_bank20_seed1269,experiments/20260404_161316_np1000_bank20_seed1269/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,0,a,0,d,0,0,0,a,c,X,c,0,a,0,a,X","0,0,#,0,0,a,0,a,0,a,X,0,d,0,0,0,a,X,c,c",0,0,0,0,0.0,1.0,1.0,1.0,22,0.25,1.0,29,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,29/29,5000,0,29,empirical,29,39,10,2,9,39,10,2,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,22,,,,,,,,,,
1270,20260404_161730,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_161730_np1000_bank20_seed1270,experiments/20260404_161730_np1000_bank20_seed1270/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,0,0,#,0,c,0,e,0,d,0,a,0,c,X,e,b,X","0,0,0,0,0,#,X,0,c,0,e,0,d,0,X,X,b,e",-1,-1,1,-4,-0.1,1.0,0.985,0.96,20,0.0,0.96551724,29,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,28/29,5000,1,28,empirical,29,39,10,2,9,35,9,3,8,1000/1000,1.0,1000/1000,,,,,,,,20,20,0.96,fps,0.15,200,20,,,,,,,,,,
1271,20260404_162109,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_162109_np1000_bank20_seed1271,experiments/20260404_162109_np1000_bank20_seed1271/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,#,0,0,a,0,0,e,0,0,a,c,a,0,e,a,c,X","0,0,0,#,X,0,0,a,X,0,0,e,X,0,0,a,X,c",-1,-1,3,-4,-0.1,1.0,0.79,0.86,30,0.0,0.62903226,62,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,39/62,5000,23,39,empirical,62,39,10,1,9,35,9,4,8,1000/1000,1.0,1000/1000,,,,,,,,20,20,0.86,fps,0.15,200,30,,,,,,,,,,
1272,20260404_162450,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_162450_np1000_bank20_seed1272,experiments/20260404_162450_np1000_bank20_seed1272/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,0,0,0,e,0,d,0,d,b,0,d,0,a,X,a,d","0,0,#,0,0,0,0,e,0,d,0,a,0,X,X,0,d,0,d,b,a,d",1,1,1,4,0.1,1.0,1.0,1.0,22,0.47,1.0,32,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,32/32,5000,0,32,empirical,32,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,22,,,,,,,,,,
1273,20260404_163008,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_163008_np1000_bank20_seed1273,experiments/20260404_163008_np1000_bank20_seed1273/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,e,0,e,0,b,0,a,0,0,0,0,a,a,c,d,X","0,0,#,0,e,0,e,0,b,0,a,0,0,0,0,a,X,a,d,c",0,0,0,0,0.0,1.0,0.975,1.0,22,0.4,1.0,28,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,28/28,5000,0,28,empirical,28,39,10,1,9,39,10,1,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,22,,,,,,,,,,
1274,20260404_163425,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_163425_np1000_bank20_seed1274,experiments/20260404_163425_np1000_bank20_seed1274/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,0,#,0,0,a,0,0,c,a,X,0,b,X,0,e,X,e","0,0,0,0,#,0,e,X,0,0,a,0,b,X,0,0,c,X,a,e",0,0,0,0,0.0,1.0,1.0,1.0,20,0.32,1.0,22,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,22/22,5000,0,22,empirical,22,39,10,3,9,39,10,3,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,20,,,,,,,,,,
1275,20260404_164052,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_164052_np1000_bank20_seed1275,experiments/20260404_164052_np1000_bank20_seed1275/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,c,0,d,0,c,0,0,0,e,0,0,a,X,c,X,X","0,0,#,0,c,0,d,0,c,0,0,0,e,X,X,0,a,X",-1,-1,0,-4,-0.1,1.0,0.99,1.0,24,0.08,0.975,40,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,39/40,5000,1,39,empirical,40,39,10,3,9,35,9,3,8,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,24,,,,,,,,,,
1276,20260404_164513,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_164513_np1000_bank20_seed1276,experiments/20260404_164513_np1000_bank20_seed1276/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,0,0,b,0,0,e,0,a,c,d,0,b,X,0,e,X","0,0,#,0,0,0,b,0,e,X,0,0,e,0,a,X,d,0,b,X",0,0,1,0,0.0,1.0,0.97,0.93,30,0.08,0.95652174,46,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,44/46,5000,2,44,empirical,46,39,10,2,9,39,10,3,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,0.93,fps,0.15,200,30,,,,,,,,,,
1277,20260404_164836,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_164836_np1000_bank20_seed1277,experiments/20260404_164836_np1000_bank20_seed1277/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,0,0,e,0,e,0,c,X,0,0,0,a,X,X,X,c","0,0,#,0,0,0,e,0,e,0,c,X,0,0,0,a,X,X,X,c",0,0,0,0,0.0,1.0,1.0,1.0,20,0.43,1.0,20,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,20/20,5000,0,20,empirical,20,39,10,4,9,39,10,4,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,20,,,,,,,,,,
1278,20260404_165744,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_165744_np1000_bank20_seed1278,experiments/20260404_165744_np1000_bank20_seed1278/summary.json,1000,empirical,20,fps,0.15,1,"0,0,0,0,0,#,0,0,0,0,e,0,a,X,X,X,X,X,X,e","0,0,0,0,0,#,X,X,0,0,0,0,e,X,X,X,0,a,X,e",0,0,0,0,0.0,1.0,1.0,1.0,20,0.67,1.0,20,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,20/20,5000,0,20,empirical,20,39,10,6,9,39,10,6,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,20,,,,,,,,,,
1279,20260404_170959,np1000_bank20.json,np1000_bank20,/home/shoudai/Py/28/configs/empirical/np1000_bank20.json,experiments/20260404_170959_np1000_bank20_seed1279,experiments/20260404_170959_np1000_bank20_seed1279/summary.json,1000,empirical,20,fps,0.15,1,"0,0,#,0,0,d,0,0,c,0,0,0,a,0,e,X,X,X,X,X","0,0,#,0,0,d,X,0,0,c,X,0,0,0,a,X,X,0,e,X",0,0,0,0,0.0,1.0,1.0,1.0,20,0.27,1.0,23,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank20,10,300,23/23,5000,0,23,empirical,23,39,10,5,9,39,10,5,9,1000/1000,1.0,1000/1000,,,,,,,,20,20,1.0,fps,0.15,200,20,,,,,,,,,,
