config.seed,timestamp,config.config_name,config.config_stem,config.config_path,experiment_dir,summary_path,config.num_pos,config.gen_strategy,config.empirical_bank_size,config.empirical_bank_select_mode,config.empirical_sigma_scale,config.augment_copies,pattern_eval.P  DFUDS,pattern_eval.P' DFUDS,pattern_eval.ノード数の差 (P'- P),pattern_eval.辺数の差 (P'- P),pattern_eval.変数数の差 (P'- P),pattern_eval.DFUDS長の差 (P'- P),pattern_eval.特化度 (node増加率),pattern_eval.Pprime_vs_original_match_rate,vae_eval.encoded_z,vae_eval.empirical_latent,vae_eval.empirical_latent_unique,vae_eval.mu_profile,generate_eval.match_rate,generate_eval.unique_graphs,config.K,config.add_nodes,config.config_seed,config.edge_labels,config.encoder_layers,config.eval_num_samples,config.max_beta,config.model_path,config.n_samples,config.output,config.pat_nodes,config.total_epochs,generate_eval.match_rate_count,generate_eval.max_trials,generate_eval.saved_neg,generate_eval.saved_pos,generate_eval.strategy,generate_eval.total_gen,pattern_eval.P  DFUDS長,pattern_eval.P  ノード数,pattern_eval.P  変数数,pattern_eval.P  辺数,pattern_eval.P' DFUDS長,pattern_eval.P' ノード数,pattern_eval.P' 変数数,pattern_eval.P' 辺数,pattern_eval.Pprime_vs_original_count,vae_eval.Pprime_vs_original,vae_eval.Pprime_vs_original_count,vae_eval_empirical_sweep.bank100.actual_bank_size,vae_eval_empirical_sweep.bank100.bank_size,vae_eval_empirical_sweep.bank100.match_rate,vae_eval_empirical_sweep.bank100.select_mode,vae_eval_empirical_sweep.bank100.sigma_scale,vae_eval_empirical_sweep.bank100.total_means,vae_eval_empirical_sweep.bank100.unique_graphs,vae_eval_empirical_sweep.bank20.actual_bank_size,vae_eval_empirical_sweep.bank20.bank_size,vae_eval_empirical_sweep.bank20.match_rate,vae_eval_empirical_sweep.bank20.select_mode,vae_eval_empirical_sweep.bank20.sigma_scale,vae_eval_empirical_sweep.bank20.total_means,vae_eval_empirical_sweep.bank20.unique_graphs,vae_eval_empirical_sweep.bank50.bank_size,vae_eval_empirical_sweep.bank50.match_rate,vae_eval_empirical_sweep.bank50.select_mode,vae_eval_empirical_sweep.bank50.sigma_scale,vae_eval_empirical_sweep.bank50.unique_graphs,vae_eval_empirical_sweep.full.bank_size,vae_eval_empirical_sweep.full.match_rate,vae_eval_empirical_sweep.full.select_mode,vae_eval_empirical_sweep.full.sigma_scale,vae_eval_empirical_sweep.full.unique_graphs
1260,20260403_084138,np500_bank100.json,np500_bank100,/home/shoudai/Py/28/configs/empirical/np500_bank100.json,experiments/20260403_084138_np500_bank100_seed1260,experiments/20260403_084138_np500_bank100_seed1260/summary.json,500,empirical,100,fps,0.15,1,"0,0,0,0,0,#,0,d,0,0,d,a,b,0,b,X,0,a,X,b","0,0,0,0,0,#,X,0,d,0,0,d,X,X,0,a,X,0,b,X",0,0,3,0,0.0,1.0,0.86,0.81,70,0.01,0.83,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np500_bank100,10,300,83/100,5000,17,83,empirical,100,39,10,2,9,39,10,5,9,500/500,1.0,500/500,100,100,0.81,fps,0.15,100,70,,,,,,,,,,,,,,,,,
1261,20260403_084353,np500_bank100.json,np500_bank100,/home/shoudai/Py/28/configs/empirical/np500_bank100.json,experiments/20260403_084353_np500_bank100_seed1261,experiments/20260403_084353_np500_bank100_seed1261/summary.json,500,empirical,100,fps,0.15,1,"0,0,0,#,0,0,0,a,0,e,X,0,b,b,X,0,0,b,d,X","0,0,0,#,X,0,0,0,a,X,0,e,X,0,b,X",-2,-2,1,-8,-0.2,1.0,0.92,0.85,69,0.03,0.89,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np500_bank100,10,300,89/100,5000,11,89,empirical,100,39,10,3,9,31,8,4,7,500/500,1.0,500/500,100,100,0.85,fps,0.15,100,69,,,,,,,,,,,,,,,,,
1262,20260403_084603,np500_bank100.json,np500_bank100,/home/shoudai/Py/28/configs/empirical/np500_bank100.json,experiments/20260403_084603_np500_bank100_seed1262,experiments/20260403_084603_np500_bank100_seed1262/summary.json,500,empirical,100,fps,0.15,1,"0,0,0,0,#,0,0,d,0,d,0,b,X,X,0,0,b,d,X,d","0,0,0,0,#,X,0,0,d,X,0,d,0,X,X,0,0,b,X,d",0,0,2,0,0.0,1.0,0.96,0.92,67,0.13,0.95,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np500_bank100,10,300,95/100,5000,5,95,empirical,100,39,10,3,9,39,10,5,9,500/500,1.0,500/500,100,100,0.92,fps,0.15,100,67,,,,,,,,,,,,,,,,,
1263,20260403_084831,np500_bank100.json,np500_bank100,/home/shoudai/Py/28/configs/empirical/np500_bank100.json,experiments/20260403_084831_np500_bank100_seed1263,experiments/20260403_084831_np500_bank100_seed1263/summary.json,500,empirical,100,fps,0.15,1,"0,0,#,0,0,b,0,0,0,0,0,0,e,X,e,X,d,e,a,a","0,0,#,0,0,b,0,0,0,0,0,0,e,X,X,d,e,a,e,a",0,0,0,0,0.0,1.0,1.0,1.0,65,0.32,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np500_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,39,10,2,9,500/500,1.0,500/500,100,100,1.0,fps,0.15,100,65,,,,,,,,,,,,,,,,,
1244,20260403_085303,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_085303_np1000_bank100_seed1244,experiments/20260403_085303_np1000_bank100_seed1244/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,0,#,0,e,0,0,c,0,d,X,0,c,X,X,X,X","0,0,0,0,0,#,X,X,X,0,e,0,0,c,0,c,X,0,d,X",0,0,0,0,0.0,1.0,0.995,1.0,66,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,5,9,39,10,5,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1245,20260403_085826,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_085826_np1000_bank100_seed1245,experiments/20260403_085826_np1000_bank100_seed1245/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,0,c,0,0,d,0,0,b,0,0,a,X,X,X,X,X","0,0,#,0,0,c,X,0,0,d,0,X,X,X",-3,-3,-1,-12,-0.3,1.0,0.835,0.85,75,0.0,0.83,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,83/100,5000,17,83,empirical,100,39,10,5,9,27,7,4,6,1000/1000,1.0,1000/1000,100,100,0.85,fps,0.15,200,75,,,,,,,,,,,,,,,,,
1246,20260403_090310,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_090310_np1000_bank100_seed1246,experiments/20260403_090310_np1000_bank100_seed1246/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,b,0,0,0,0,0,e,c,a,b,e,X,0,e,b","0,0,0,#,0,b,0,0,0,0,0,e,0,X,X,a,c,e,b,0,e,b",1,1,1,4,0.1,1.0,1.0,1.0,65,0.43,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,65,,,,,,,,,,,,,,,,,
1247,20260403_091126,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_091126_np1000_bank100_seed1247,experiments/20260403_091126_np1000_bank100_seed1247/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,0,0,#,0,0,c,0,0,e,d,e,d,a,b,c,X","0,0,0,0,0,0,#,X,0,0,c,X,0,0,e,X,X,b,c,a",0,0,3,0,0.0,1.0,0.9,0.94,64,0.0,0.9,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,90/100,5000,10,90,empirical,100,39,10,1,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,0.94,fps,0.15,200,64,,,,,,,,,,,,,,,,,
1248,20260403_091630,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_091630_np1000_bank100_seed1248,experiments/20260403_091630_np1000_bank100_seed1248/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,c,0,e,0,a,0,0,0,0,0,c,X,X,X,X,X","0,0,#,0,c,0,e,0,a,0,0,0,0,0,c,X,X,X,X,X",0,0,0,0,0.0,1.0,1.0,1.0,68,0.87,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,5,9,39,10,5,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,68,,,,,,,,,,,,,,,,,
1249,20260403_092014,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_092014_np1000_bank100_seed1249,experiments/20260403_092014_np1000_bank100_seed1249/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,b,0,0,b,0,0,d,0,d,c,0,d,c,0,a,X","0,0,#,0,b,0,0,b,0,a,0,X,X,0,0,d,0,d,c,0,d,c",1,1,1,4,0.1,1.0,1.0,1.0,70,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,70,,,,,,,,,,,,,,,,,
1250,20260403_092646,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_092646_np1000_bank100_seed1250,experiments/20260403_092646_np1000_bank100_seed1250/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,0,0,0,0,c,0,0,0,c,d,X,X,a,X,X,e","0,0,#,0,0,0,0,0,c,X,X,a,0,0,0,c,X,X,d,e",0,0,0,0,0.0,1.0,1.0,1.0,62,0.38,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,4,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,62,,,,,,,,,,,,,,,,,
1251,20260403_093706,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_093706_np1000_bank100_seed1251,experiments/20260403_093706_np1000_bank100_seed1251/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,c,0,b,0,d,0,d,0,c,0,0,b,0,c,d,X","0,0,#,0,c,0,b,0,d,0,d,0,c,0,0,b,X,0,c,d",0,0,0,0,0.0,1.0,1.0,1.0,62,0.07,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,39,10,1,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,62,,,,,,,,,,,,,,,,,
1252,20260403_094748,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_094748_np1000_bank100_seed1252,experiments/20260403_094748_np1000_bank100_seed1252/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,d,0,c,0,0,c,X,X,0,b,0,0,d,X,X","0,0,0,#,0,b,0,0,d,X,X,0,d,0,c,0,0,c,X,X",0,0,0,0,0.0,1.0,1.0,1.0,64,0.73,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,4,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,64,,,,,,,,,,,,,,,,,
1253,20260403_095119,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_095119_np1000_bank100_seed1253,experiments/20260403_095119_np1000_bank100_seed1253/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,0,0,a,0,d,0,c,X,0,b,a,a,0,d,X","0,0,0,#,0,0,0,a,0,b,a,0,d,0,c,X,a,0,d,X",0,0,0,0,0.0,1.0,1.0,1.0,66,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,39,10,2,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1254,20260403_095554,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_095554_np1000_bank100_seed1254,experiments/20260403_095554_np1000_bank100_seed1254/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,#,0,d,0,0,0,b,0,a,0,d,e,d,X,X,b","0,0,0,0,#,X,b,0,d,0,0,0,b,X,d,0,a,X",-1,-1,1,-4,-0.1,1.0,0.87,0.78,67,0.0,0.83,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,83/100,5000,17,83,empirical,100,39,10,2,9,35,9,3,8,1000/1000,1.0,1000/1000,100,100,0.78,fps,0.15,200,67,,,,,,,,,,,,,,,,,
1255,20260403_100125,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_100125_np1000_bank100_seed1255,experiments/20260403_100125_np1000_bank100_seed1255/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,d,0,0,d,0,0,0,0,b,X,X,a,X,0,d,c","0,0,#,0,d,0,0,d,0,0,0,0,b,X,0,X,X,X,a,0,d,c",1,1,1,4,0.1,1.0,1.0,1.0,68,0.07,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,3,9,43,11,4,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,68,,,,,,,,,,,,,,,,,
1256,20260403_101051,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_101051_np1000_bank100_seed1256,experiments/20260403_101051_np1000_bank100_seed1256/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,e,0,0,d,0,0,d,0,0,c,X,c,0,e,a,c","0,0,#,0,e,0,0,d,0,0,d,0,0,c,0,X,X,X,0,e,a,c",1,1,2,4,0.1,1.0,0.98,0.95,61,0.04,0.96,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,96/100,5000,4,96,empirical,100,39,10,1,9,43,11,3,10,1000/1000,1.0,1000/1000,100,100,0.95,fps,0.15,200,61,,,,,,,,,,,,,,,,,
1257,20260403_101640,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_101640_np1000_bank100_seed1257,experiments/20260403_101640_np1000_bank100_seed1257/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,e,0,c,0,c,0,0,d,X,X,0,0,a,X,X","0,0,0,#,0,e,0,c,0,X,X,0,0,a,X,X",-2,-2,0,-8,-0.2,1.0,0.995,0.99,70,0.0,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,4,9,31,8,4,7,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,70,,,,,,,,,,,,,,,,,
1258,20260403_102218,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_102218_np1000_bank100_seed1258,experiments/20260403_102218_np1000_bank100_seed1258/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,b,0,0,0,e,e,e,X,0,0,e,0,c,X,X","0,0,0,#,0,b,0,0,0,e,X,X,e,0,0,e,X,0,c,X",0,0,1,0,0.0,1.0,0.945,0.99,64,0.14,0.97,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,97/100,5000,3,97,empirical,100,39,10,3,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,64,,,,,,,,,,,,,,,,,
1259,20260403_102826,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_102826_np1000_bank100_seed1259,experiments/20260403_102826_np1000_bank100_seed1259/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,b,0,0,e,0,0,0,0,d,X,X,X,X,X,X","0,0,0,#,X,0,b,0,0,e,X,0,0,0,0,d,X,X,X,X",0,0,0,0,0.0,1.0,1.0,1.0,59,0.1,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,6,9,39,10,6,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,59,,,,,,,,,,,,,,,,,
1260,20260403_103614,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_103614_np1000_bank100_seed1260,experiments/20260403_103614_np1000_bank100_seed1260/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,0,#,0,d,0,0,d,a,b,0,b,X,0,a,X,b","0,0,0,0,0,#,X,0,d,0,0,d,X,X,0,a,X,0,b,X",0,0,3,0,0.0,1.0,0.945,0.92,72,0.04,0.95,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,95/100,5000,5,95,empirical,100,39,10,2,9,39,10,5,9,1000/1000,1.0,1000/1000,100,100,0.92,fps,0.15,200,72,,,,,,,,,,,,,,,,,
1261,20260403_103934,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_103934_np1000_bank100_seed1261,experiments/20260403_103934_np1000_bank100_seed1261/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,0,0,a,0,e,X,0,b,b,X,0,0,b,d,X","0,0,0,#,0,0,0,a,X,0,e,X,0,b,X,0,0,b,X,d",0,0,1,0,0.0,1.0,0.965,0.99,70,0.05,0.98,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,98/100,5000,2,98,empirical,100,39,10,3,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,70,,,,,,,,,,,,,,,,,
1262,20260403_104331,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_104331_np1000_bank100_seed1262,experiments/20260403_104331_np1000_bank100_seed1262/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,#,0,0,d,0,d,0,b,X,X,0,0,b,d,X,d","0,0,0,0,#,0,0,d,X,0,d,0,b,X,0,0,b,X,d,d",0,0,0,0,0.0,1.0,1.0,1.0,60,0.05,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,3,9,39,10,3,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,60,,,,,,,,,,,,,,,,,
1263,20260403_105226,np1000_bank100.json,np1000_bank100,/home/shoudai/Py/28/configs/empirical/np1000_bank100.json,experiments/20260403_105226_np1000_bank100_seed1263,experiments/20260403_105226_np1000_bank100_seed1263/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,0,b,0,0,0,0,0,0,e,X,e,X,d,e,a,a","0,0,#,0,0,b,0,0,0,0,0,0,e,X,0,X,X,a,e,d,e,a",1,1,1,4,0.1,0.999,1.0,1.0,63,0.22,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,43,11,3,10,999/1000,0.999,999/1000,100,100,1.0,fps,0.15,200,63,,,,,,,,,,,,,,,,,
1244,20260403_110116,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_110116_np2000_bank100_seed1244,experiments/20260403_110116_np2000_bank100_seed1244/summary.json,2000,empirical,100,fps,0.15,1,"0,0,0,0,0,#,0,e,0,0,c,0,d,X,0,c,X,X,X,X","0,0,0,0,0,#,X,X,X,0,e,0,0,c,0,c,X,0,d,X",0,0,0,0,0.0,1.0,1.0,1.0,62,0.01,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,5,9,39,10,5,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,62,,,,,,,,,,,,,,,,,
1245,20260403_111940,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_111940_np2000_bank100_seed1245,experiments/20260403_111940_np2000_bank100_seed1245/summary.json,2000,empirical,100,fps,0.15,1,"0,0,#,0,0,c,0,0,d,0,0,b,0,0,a,X,X,X,X,X","0,0,#,0,0,c,X,0,0,d,X,0,0,b,X,0,0,a,X,X",0,0,0,0,0.0,1.0,0.995,1.0,70,0.04,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,5,9,39,10,5,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,70,,,,,,,,,,,,,,,,,
1246,20260403_112625,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_112625_np2000_bank100_seed1246,experiments/20260403_112625_np2000_bank100_seed1246/summary.json,2000,empirical,100,fps,0.15,1,"0,0,0,#,0,b,0,0,0,0,0,e,c,a,b,e,X,0,e,b","0,0,0,#,0,b,0,0,0,0,0,e,0,X,X,a,c,e,b,0,e,b",1,1,1,4,0.1,1.0,1.0,1.0,65,0.55,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,65,,,,,,,,,,,,,,,,,
1247,20260403_113754,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_113754_np2000_bank100_seed1247,experiments/20260403_113754_np2000_bank100_seed1247/summary.json,2000,empirical,100,fps,0.15,1,"0,0,0,0,0,0,#,0,0,c,0,0,e,d,e,d,a,b,c,X","0,0,0,0,0,0,#,X,0,0,c,0,0,e,d,e,d,b,c,a",0,0,0,0,0.0,1.0,1.0,1.0,64,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,39,10,1,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,64,,,,,,,,,,,,,,,,,
1248,20260403_114749,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_114749_np2000_bank100_seed1248,experiments/20260403_114749_np2000_bank100_seed1248/summary.json,2000,empirical,100,fps,0.15,1,"0,0,#,0,c,0,e,0,a,0,0,0,0,0,c,X,X,X,X,X","0,0,#,0,c,0,e,0,a,0,0,0,0,0,c,X,X,X,X,X",0,0,0,0,0.0,1.0,1.0,1.0,63,0.57,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,5,9,39,10,5,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,63,,,,,,,,,,,,,,,,,
1249,20260403_120015,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_120015_np2000_bank100_seed1249,experiments/20260403_120015_np2000_bank100_seed1249/summary.json,2000,empirical,100,fps,0.15,1,"0,0,#,0,b,0,0,b,0,0,d,0,d,c,0,d,c,0,a,X","0,0,#,0,b,0,0,b,0,a,0,X,X,0,0,d,0,d,c,0,d,c",1,1,1,4,0.1,1.0,1.0,1.0,67,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,67,,,,,,,,,,,,,,,,,
1250,20260403_121234,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_121234_np2000_bank100_seed1250,experiments/20260403_121234_np2000_bank100_seed1250/summary.json,2000,empirical,100,fps,0.15,1,"0,0,#,0,0,0,0,0,c,0,0,0,c,d,X,X,a,X,X,e","0,0,#,0,0,0,0,0,c,X,X,a,0,0,0,c,X,X,d,e",0,0,0,0,0.0,1.0,1.0,1.0,63,0.46,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,4,9,39,10,4,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,63,,,,,,,,,,,,,,,,,
1251,20260403_122936,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_122936_np2000_bank100_seed1251,experiments/20260403_122936_np2000_bank100_seed1251/summary.json,2000,empirical,100,fps,0.15,1,"0,0,#,0,c,0,b,0,d,0,d,0,c,0,0,b,0,c,d,X","0,0,#,0,c,0,b,0,d,0,d,0,c,0,0,b,X,0,c,X",0,0,1,0,0.0,1.0,0.99,0.99,66,0.05,0.98,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,98/100,5000,2,98,empirical,100,39,10,1,9,39,10,2,9,2000/2000,1.0,2000/2000,100,100,0.99,fps,0.15,400,66,,,,,,,,,,,,,,,,,
1252,20260403_123713,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_123713_np2000_bank100_seed1252,experiments/20260403_123713_np2000_bank100_seed1252/summary.json,2000,empirical,100,fps,0.15,1,"0,0,0,#,0,d,0,c,0,0,c,X,X,0,b,0,0,d,X,X","0,0,0,#,0,b,0,0,d,X,X,0,d,0,c,0,0,c,X,X",0,0,0,0,0.0,1.0,1.0,1.0,63,0.59,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,4,9,39,10,4,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,63,,,,,,,,,,,,,,,,,
1253,20260403_124819,np2000_bank100.json,np2000_bank100,/home/shoudai/Py/28/configs/empirical/np2000_bank100.json,experiments/20260403_124819_np2000_bank100_seed1253,experiments/20260403_124819_np2000_bank100_seed1253/summary.json,2000,empirical,100,fps,0.15,1,"0,0,0,#,0,0,0,a,0,d,0,c,X,0,b,a,a,0,d,X","0,0,0,#,0,0,0,a,0,b,a,0,d,0,c,X,a,0,d,X",0,0,0,0,0.0,1.0,0.9925,1.0,67,0.01,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np2000_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,39,10,2,9,2000/2000,1.0,2000/2000,100,100,1.0,fps,0.15,400,67,,,,,,,,,,,,,,,,,
